main,id,temp,pressure,humidity,temp_min,temp_max,wind_speed,clouds,sunset,sunrise,clothing_advice
Clouds,870,3.6,997.3,75.6,2.5,5.6,5.4,96.2,1704132923,1704093421,medium_coat_scarf
Clouds,824,17.7,986.3,41.2,17.2,18.2,19.4,68.0,1704126139,1704097190,windproof_jacket
Snow,698,-8.6,1019.6,57.2,-11.1,-5.8,9.6,0.5,1704140566,1704096410,warm_winter_coat
Rain,551,17.9,1000.0,97.3,15.9,20.1,12.6,21.5,1704140070,1704092974,raincoat_umbrella
Clear,893,-13.4,1035.2,46.9,-14.8,-11.8,17.4,21.0,1704133117,1704094759,extreme_cold_gear
Clouds,896,11.9,1000.5,51.6,9.5,13.5,21.5,14.8,1704139020,1704089629,windproof_jacket
Rain,536,11.7,1035.9,91.0,9.0,13.0,5.5,64.3,1704131607,1704097752,raincoat_umbrella
Clouds,871,10.2,1018.3,64.2,9.3,12.5,12.9,64.0,1704131100,1704096418,windproof_jacket
Clear,801,-5.2,990.0,56.8,-7.2,-3.3,3.8,6.7,1704131980,1704091178,warm_winter_coat
Snow,647,-23.8,1024.5,79.5,-24.8,-22.1,8.8,59.9,1704137557,1704089636,extreme_cold_gear
Clouds,870,18.4,1001.1,63.7,15.5,21.2,2.1,49.9,1704128132,1704090753,light_jacket_jeans
Clear,810,20.3,1004.8,48.0,18.6,23.0,2.4,7.0,1704135239,1704096490,tshirt_shorts
Drizzle,357,22.0,1033.2,89.4,19.6,23.8,8.8,1.5,1704133777,1704091026,light_rain_jacket
Drizzle,357,-7.1,1039.2,78.1,-8.2,-5.2,11.6,65.5,1704142119,1704097501,winter_wet_gear
Clouds,818,13.1,1032.4,60.6,10.4,13.7,13.2,4.1,1704139205,1704090458,windproof_jacket
Rain,515,5.3,1023.4,93.1,3.7,8.3,12.3,76.6,1704135216,1704097124,raincoat_umbrella
Clear,815,24.1,1038.0,79.4,22.4,26.4,7.7,15.4,1704142154,1704098307,tshirt_shorts
Clouds,851,13.2,1000.6,51.4,11.9,14.8,22.4,23.0,1704135736,1704091111,windproof_jacket
Snow,648,-26.7,990.8,37.5,-28.2,-25.8,18.2,9.4,1704131323,1704090210,extreme_cold_gear
Clear,812,-20.9,1030.4,74.4,-22.7,-19.6,11.4,22.0,1704125821,1704099072,extreme_cold_gear
Snow,677,-7.0,1033.9,83.4,-8.6,-5.6,9.5,89.7,1704133334,1704094394,winter_wet_gear
Clear,841,37.0,1017.1,38.8,36.3,40.0,3.5,23.1,1704129666,1704098414,hot_summer
Rain,503,26.1,1035.3,89.8,25.6,26.7,9.3,53.0,1704130872,1704098940,light_rain_jacket
Snow,628,-3.7,1017.8,58.2,-6.0,-2.6,4.4,33.3,1704135305,1704092770,warm_winter_coat
Clear,803,29.9,999.5,54.9,29.0,32.7,4.6,5.5,1704125608,1704099457,tshirt_shorts
Clear,882,-2.6,1031.3,44.1,-3.8,-0.5,6.9,6.1,1704129900,1704097143,warm_winter_coat
Rain,518,18.4,1013.6,79.5,15.6,20.3,4.8,11.4,1704139504,1704098776,light_rain_jacket
Snow,610,-1.5,985.9,46.0,-2.7,1.4,1.8,55.7,1704139259,1704098008,warm_winter_coat
Clear,834,34.1,1032.3,54.5,32.2,36.3,0.1,28.0,1704137530,1704098762,hot_summer
Drizzle,362,-0.8,983.9,78.3,-1.3,-0.1,12.8,24.0,1704127428,1704089150,winter_wet_gear
Clear,803,-13.4,1031.8,67.4,-15.5,-12.0,7.5,17.6,1704140182,1704099396,extreme_cold_gear
Clear,880,-16.6,984.0,47.6,-18.5,-14.4,3.3,26.4,1704139326,1704092386,extreme_cold_gear
Snow,655,7.1,1004.4,52.0,6.2,8.5,2.8,61.8,1704136420,1704091617,medium_coat_scarf
Rain,593,10.4,1004.1,89.2,8.7,10.9,9.4,64.0,1704126836,1704097595,raincoat_umbrella
Drizzle,316,16.0,1034.3,83.2,14.7,17.2,3.9,5.3,1704127162,1704095564,light_jacket_jeans
Clear,849,13.2,1036.7,67.1,10.7,15.2,11.5,9.2,1704133397,1704099335,light_jacket_jeans
Clouds,856,9.0,1037.5,48.1,6.6,10.4,18.3,96.4,1704140558,1704098143,windproof_jacket
Drizzle,347,25.0,987.1,93.7,24.5,27.1,9.0,65.2,1704133640,1704093815,light_rain_jacket
Snow,658,-3.1,992.8,61.4,-5.4,-2.6,6.8,61.7,1704139784,1704092757,warm_winter_coat
Drizzle,324,-5.2,1034.8,96.9,-8.1,-2.6,4.1,43.1,1704136911,1704095927,winter_wet_gear
Drizzle,356,10.3,980.8,57.9,9.6,11.5,11.5,54.6,1704140271,1704089751,light_jacket_jeans
Snow,692,-4.9,1018.6,47.2,-7.3,-2.1,6.1,5.6,1704138772,1704091697,warm_winter_coat
Clear,826,8.3,985.7,56.0,5.4,9.2,4.2,17.6,1704132404,1704089013,medium_coat_scarf
Snow,600,-7.8,1004.8,41.2,-8.4,-7.1,1.4,52.3,1704136833,1704089852,warm_winter_coat
Clear,810,4.0,1029.9,56.1,3.2,5.3,6.5,14.0,1704126799,1704099398,medium_coat_scarf
Clouds,804,23.9,991.3,63.0,21.9,26.6,8.3,78.5,1704132372,1704090657,tshirt_shorts
Clear,856,-10.0,1036.4,60.8,-12.2,-7.3,1.3,14.3,1704134520,1704091342,warm_winter_coat
Snow,615,-2.3,988.3,46.0,-4.1,-1.2,1.5,56.0,1704140186,1704098983,warm_winter_coat
Clear,882,25.8,1025.2,42.1,23.4,28.2,3.4,8.8,1704137918,1704091454,tshirt_shorts
Clouds,839,4.9,981.0,62.2,3.6,7.2,5.4,81.5,1704134228,1704089500,medium_coat_scarf
Rain,542,12.2,1002.0,97.8,10.1,14.8,12.5,6.5,1704132451,1704095981,raincoat_umbrella
Clear,841,36.8,995.7,38.6,36.2,38.5,0.2,17.9,1704130816,1704095245,hot_summer
Drizzle,319,26.1,995.5,84.6,23.8,28.7,2.3,57.8,1704140852,1704099250,light_rain_jacket
Snow,629,-0.8,1031.7,75.7,-1.9,0.9,10.3,72.3,1704126882,1704098631,winter_wet_gear
Snow,672,8.5,1000.2,58.2,8.0,10.5,6.0,31.9,1704138502,1704099303,medium_coat_scarf
Clear,870,21.1,1026.6,73.1,18.9,23.1,2.5,28.7,1704131359,1704093772,tshirt_shorts
Rain,549,20.7,1032.2,92.0,20.2,22.7,7.3,39.5,1704132867,1704092463,light_rain_jacket
Clear,895,-28.7,1019.2,73.7,-29.5,-26.3,1.7,10.3,1704136324,1704096344,extreme_cold_gear
Snow,612,-2.6,1011.4,97.0,-5.0,-2.1,9.6,75.5,1704141576,1704091843,winter_wet_gear
Snow,671,-6.6,1008.3,78.5,-9.4,-4.2,4.7,13.3,1704129450,1704092316,winter_wet_gear
Clouds,881,2.2,1012.0,51.7,1.0,4.7,7.9,78.6,1704126984,1704092139,medium_coat_scarf
Clear,886,38.7,984.6,48.0,36.1,39.8,3.7,20.1,1704139899,1704093350,hot_summer
Clear,813,9.6,1012.5,69.5,8.0,10.4,6.2,3.1,1704130730,1704089369,medium_coat_scarf
Clouds,868,9.2,1010.2,64.4,6.8,9.8,19.3,9.5,1704126517,1704091799,windproof_jacket
Clear,887,3.1,999.4,78.2,0.1,4.8,1.9,19.6,1704141285,1704097555,medium_coat_scarf
Snow,661,-3.2,1010.0,62.9,-4.2,-2.7,10.6,69.2,1704125919,1704090660,warm_winter_coat
Drizzle,386,22.7,1015.9,76.6,21.8,25.1,4.7,87.4,1704130681,1704089328,light_rain_jacket
Clear,854,-2.2,992.1,41.2,-4.4,-1.5,5.5,26.1,1704126047,1704092683,warm_winter_coat
Clouds,852,8.5,982.7,54.1,6.7,11.0,19.6,9.0,1704126684,1704095582,windproof_jacket
Rain,566,27.5,1018.4,80.7,24.5,29.3,4.6,68.3,1704131678,1704096927,light_rain_jacket
Drizzle,377,-5.2,1014.5,78.5,-7.4,-2.5,14.6,28.7,1704130641,1704092001,winter_wet_gear
Clouds,847,5.5,988.3,68.9,4.1,7.3,6.2,69.5,1704125195,1704092749,medium_coat_scarf
Snow,617,8.2,1025.8,79.9,6.1,9.4,2.6,60.7,1704134578,1704089849,medium_coat_scarf
Clouds,846,9.7,1025.9,61.7,8.6,11.9,18.5,86.4,1704140307,1704095362,windproof_jacket
Snow,640,-6.6,1001.0,41.7,-8.9,-5.3,9.1,33.9,1704132081,1704090074,warm_winter_coat
Snow,664,-0.4,991.3,66.3,-2.2,2.5,8.2,97.7,1704125521,1704096506,warm_winter_coat
Clouds,837,10.3,1020.5,51.9,9.5,12.7,16.5,59.8,1704124839,1704093548,windproof_jacket
Clear,825,28.4,991.8,69.2,25.7,30.1,7.5,14.0,1704135382,1704096181,tshirt_shorts
Clouds,893,12.6,1007.8,65.1,11.5,14.8,16.1,20.1,1704128180,1704090062,windproof_jacket
Clear,812,28.5,1009.9,50.3,26.4,29.1,4.1,16.0,1704125915,1704096591,tshirt_shorts
Clear,869,13.0,1012.9,52.8,10.9,14.8,11.4,23.6,1704136369,1704089768,light_jacket_jeans
Snow,667,-3.0,1006.3,96.8,-4.4,-1.8,3.5,85.1,1704132014,1704096852,winter_wet_gear
Clouds,886,18.0,1013.0,52.1,17.1,19.2,23.2,66.7,1704140660,1704094312,windproof_jacket
Rain,526,17.5,982.6,82.8,15.7,18.6,4.6,64.4,1704138039,1704097781,raincoat_umbrella
Clear,890,-8.3,1029.3,41.9,-11.1,-5.9,5.6,24.4,1704137443,1704091439,warm_winter_coat
Clear,811,5.9,1029.6,73.2,5.3,8.2,6.4,8.0,1704133830,1704097743,medium_coat_scarf
Clouds,893,15.5,1008.7,40.5,13.7,16.4,19.1,89.3,1704135979,1704092997,windproof_jacket
Drizzle,338,19.5,1008.3,92.6,16.5,21.5,2.9,23.7,1704136816,1704090415,light_rain_jacket
Snow,669,-5.5,1004.4,97.8,-7.8,-4.3,10.1,15.1,1704135602,1704094911,winter_wet_gear
Clouds,870,14.8,1038.0,61.4,12.4,15.6,24.3,82.7,1704129357,1704097767,windproof_jacket
Clear,838,-8.6,1002.9,74.7,-10.1,-7.5,5.7,17.6,1704137910,1704095594,warm_winter_coat
Drizzle,360,-1.2,1027.2,82.7,-2.2,0.7,2.4,93.0,1704130769,1704096892,winter_wet_gear
Clouds,859,23.7,986.9,54.9,21.3,26.6,2.0,74.0,1704129180,1704097152,tshirt_shorts
Clouds,844,12.6,1038.1,44.3,10.0,13.3,24.0,73.2,1704130754,1704092946,windproof_jacket
Snow,635,-5.1,1039.4,97.4,-6.5,-3.8,2.5,77.2,1704140558,1704094016,winter_wet_gear
Clear,859,8.1,987.3,75.9,5.5,9.0,8.4,21.7,1704138947,1704091109,medium_coat_scarf
Clouds,802,5.7,1017.2,70.8,3.8,8.6,5.6,78.9,1704141354,1704091344,medium_coat_scarf
Snow,696,-5.8,988.8,57.3,-6.7,-4.3,4.6,21.2,1704132061,1704090639,warm_winter_coat
Rain,583,17.0,1029.5,87.0,16.5,19.8,12.9,31.7,1704126730,1704097015,raincoat_umbrella
Clear,833,38.6,992.7,65.3,35.9,39.6,5.3,25.9,1704129957,1704096764,hot_summer
Clear,808,27.9,1033.2,67.9,26.0,29.8,3.5,29.3,1704135321,1704092013,tshirt_shorts
Snow,612,-0.3,990.0,80.6,-1.5,2.2,6.7,5.0,1704137334,1704091686,winter_wet_gear
Clouds,819,17.7,990.9,64.7,16.3,19.5,21.9,33.1,1704135474,1704089126,windproof_jacket
Rain,505,26.0,991.6,93.1,25.2,27.6,6.0,76.4,1704137253,1704095584,light_rain_jacket
Rain,573,8.8,1012.7,93.7,6.9,9.7,5.4,43.4,1704136804,1704092701,raincoat_umbrella
Snow,697,-7.9,1035.9,89.8,-10.5,-6.0,3.2,74.9,1704128779,1704095614,winter_wet_gear
Clouds,875,18.9,1030.1,59.0,16.4,20.7,6.2,77.1,1704130667,1704098644,light_jacket_jeans
Rain,521,13.3,983.6,86.1,12.3,15.2,14.8,62.7,1704129241,1704097221,raincoat_umbrella
Drizzle,399,18.0,1016.1,76.9,17.2,20.7,6.9,97.0,1704131766,1704093024,light_rain_jacket
Clouds,893,11.4,1023.3,40.9,8.5,13.6,14.3,59.1,1704126971,1704090897,windproof_jacket
Snow,678,-2.3,1004.5,72.3,-4.5,-0.4,5.8,16.3,1704135317,1704099470,warm_winter_coat
Drizzle,362,26.7,1031.2,70.5,25.0,27.5,8.5,59.6,1704133628,1704091387,light_rain_jacket
Clear,889,-8.5,1004.4,72.4,-11.0,-6.8,8.8,2.1,1704131293,1704092288,warm_winter_coat
Clear,833,-5.5,1031.7,53.6,-6.0,-4.7,8.6,23.0,1704140132,1704093437,warm_winter_coat
Clear,853,-16.9,1023.4,42.4,-19.7,-14.4,4.4,29.3,1704129079,1704089528,extreme_cold_gear
Clouds,884,11.4,1020.6,56.6,9.4,12.6,13.7,84.4,1704125079,1704090111,windproof_jacket
Clear,876,14.9,1027.1,75.7,13.9,16.8,9.7,6.8,1704130544,1704096803,light_jacket_jeans
Clear,866,12.4,980.3,58.2,9.7,14.6,12.0,19.2,1704142049,1704092717,light_jacket_jeans
Snow,673,-5.0,1025.0,40.2,-7.9,-2.2,4.5,18.8,1704126213,1704097204,warm_winter_coat
Clouds,861,15.2,994.1,78.6,12.6,16.7,10.5,60.0,1704141053,1704098867,light_jacket_jeans
Clouds,812,22.3,1002.3,48.9,19.7,23.7,1.6,84.7,1704137774,1704095162,tshirt_shorts
Drizzle,316,16.4,1023.9,77.8,13.8,18.5,11.0,14.9,1704141384,1704095382,light_jacket_jeans
Drizzle,369,-8.0,983.8,91.7,-9.2,-5.9,12.2,1.9,1704124950,1704094330,winter_wet_gear
Snow,639,-4.7,1003.1,63.2,-7.4,-3.5,5.5,54.3,1704136555,1704093109,warm_winter_coat
Rain,546,18.8,983.2,82.4,16.6,19.8,13.9,8.4,1704127254,1704092219,raincoat_umbrella
Clear,827,37.9,998.9,50.7,35.5,39.4,3.7,17.4,1704137387,1704095595,hot_summer
Clear,857,28.8,984.6,52.8,28.0,30.1,5.9,7.7,1704131049,1704098252,tshirt_shorts
Snow,632,7.1,987.6,76.8,6.3,7.8,1.9,15.8,1704142726,1704090123,medium_coat_scarf
Snow,683,8.2,1026.9,78.7,7.7,10.2,3.6,35.2,1704138451,1704093232,medium_coat_scarf
Clouds,811,19.5,984.9,77.2,16.6,21.3,9.7,23.3,1704139918,1704093096,light_jacket_jeans
Rain,511,19.2,992.9,79.6,16.9,20.6,8.0,86.0,1704128118,1704096164,raincoat_umbrella
Clouds,865,26.0,995.7,72.7,23.1,26.6,7.6,24.5,1704128395,1704098300,tshirt_shorts
Clear,883,4.8,1011.7,76.6,3.6,6.6,4.7,5.1,1704125488,1704092740,medium_coat_scarf
Snow,609,-5.8,1026.8,77.0,-7.4,-4.6,9.6,6.7,1704129527,1704098432,winter_wet_gear
Rain,566,12.2,986.0,77.3,10.8,14.7,13.7,61.7,1704131789,1704095169,raincoat_umbrella
Clouds,831,10.3,1032.2,41.8,8.0,12.2,24.9,52.1,1704140005,1704097565,windproof_jacket
Rain,580,13.9,1002.3,93.5,11.0,15.5,4.8,87.0,1704129438,1704089658,raincoat_umbrella
Clouds,887,8.1,1014.0,55.9,5.1,10.7,6.6,24.9,1704132400,1704089021,medium_coat_scarf
Drizzle,306,-6.4,1014.3,91.1,-7.3,-3.6,3.6,67.8,1704134410,1704096980,winter_wet_gear
Clear,817,12.8,1030.6,56.3,12.2,13.9,7.6,4.6,1704139717,1704099380,light_jacket_jeans
Rain,565,17.6,1038.8,86.8,14.8,19.4,11.6,15.3,1704140601,1704095746,raincoat_umbrella
Drizzle,342,24.7,983.4,89.4,21.8,26.4,5.6,63.3,1704131173,1704098826,light_rain_jacket
Rain,587,26.3,1037.7,93.2,23.4,29.0,5.4,20.2,1704134183,1704089514,light_rain_jacket
Rain,530,26.6,1013.5,71.5,25.4,28.5,2.8,84.7,1704142559,1704088907,light_rain_jacket
Drizzle,366,10.5,1000.8,80.9,8.8,13.4,10.4,61.8,1704142509,1704099059,light_jacket_jeans
Clear,898,27.7,1018.6,72.5,25.0,30.5,8.1,13.7,1704125727,1704089057,tshirt_shorts
Clear,875,37.8,1010.6,64.4,36.8,38.6,0.1,12.5,1704141772,1704092446,hot_summer
Drizzle,353,10.6,1024.3,74.3,8.5,13.0,2.6,75.0,1704137882,1704089750,light_jacket_jeans
Snow,642,-0.8,980.9,59.7,-3.2,0.3,9.3,57.6,1704138185,1704088955,warm_winter_coat
Snow,648,-0.8,995.9,80.1,-2.0,1.1,7.4,58.6,1704134717,1704097690,winter_wet_gear
Drizzle,362,-1.0,1013.7,83.0,-2.4,0.5,12.4,97.9,1704127673,1704090569,winter_wet_gear
Clouds,894,13.4,988.0,48.0,11.7,14.8,20.9,10.3,1704139875,1704097754,windproof_jacket
Clear,836,22.4,1014.5,79.7,21.6,25.4,2.0,27.8,1704140722,1704099032,tshirt_shorts
Clouds,829,16.0,1035.0,66.0,13.1,17.9,12.6,46.6,1704142344,1704091339,windproof_jacket
Snow,685,-9.1,1009.7,59.5,-9.7,-7.1,10.4,8.4,1704126083,1704089550,warm_winter_coat
Clear,894,13.4,1024.5,68.0,10.7,15.0,10.5,25.1,1704125837,1704092537,light_jacket_jeans
Clear,848,31.7,1020.4,41.6,30.6,33.8,7.0,23.9,1704139790,1704094974,hot_summer
Clear,885,-6.0,1004.9,57.4,-8.3,-3.6,8.5,20.5,1704124868,1704093886,warm_winter_coat
Clouds,861,15.4,1019.0,55.7,14.5,16.9,23.9,21.2,1704132128,1704092546,windproof_jacket
Rain,518,14.5,1015.2,78.6,11.9,15.1,7.2,13.9,1704126889,1704089910,raincoat_umbrella
Clear,885,-6.9,1004.1,43.3,-8.2,-5.2,10.2,24.6,1704134842,1704093609,warm_winter_coat
Clear,806,-24.9,993.0,62.9,-26.4,-24.2,18.8,9.2,1704131677,1704090710,extreme_cold_gear
Drizzle,366,-4.8,1009.1,98.5,-5.9,-3.8,9.8,76.6,1704125082,1704093543,winter_wet_gear
Clear,829,34.7,1019.1,43.7,32.5,36.3,5.8,25.4,1704129756,1704096068,hot_summer
Clouds,891,17.2,1017.6,53.2,14.8,19.7,17.3,8.1,1704142002,1704093919,windproof_jacket
Drizzle,317,-6.9,1024.9,75.8,-8.6,-5.7,7.1,89.1,1704133867,1704097206,winter_wet_gear
Drizzle,354,-3.2,1024.8,84.4,-5.0,-1.9,9.4,78.6,1704132276,1704097179,winter_wet_gear
Drizzle,385,21.2,1037.8,73.4,18.4,22.0,4.3,41.6,1704126480,1704097073,light_rain_jacket
Clouds,865,26.2,1039.5,43.7,24.0,27.3,7.8,53.1,1704140209,1704093526,tshirt_shorts
Clouds,870,16.5,980.5,49.4,15.5,18.2,18.8,68.7,1704125223,1704091070,windproof_jacket
Clear,867,-0.2,1010.0,40.6,-2.6,2.0,2.0,10.1,1704134607,1704089539,warm_winter_coat
Clear,878,-27.7,1021.2,46.9,-30.0,-24.9,17.0,9.1,1704137117,1704092140,extreme_cold_gear
Snow,693,-7.7,1015.1,80.0,-10.4,-5.7,2.3,20.0,1704133884,1704094809,winter_wet_gear
Snow,608,-6.9,1033.6,62.5,-9.5,-4.7,2.6,14.4,1704130693,1704092483,warm_winter_coat
Clear,879,35.2,980.4,50.5,34.0,37.5,2.3,14.9,1704135326,1704089058,hot_summer
Snow,600,-15.9,1023.6,52.7,-18.8,-14.9,17.3,80.9,1704134817,1704090986,extreme_cold_gear
Snow,664,-18.2,1029.2,75.8,-19.9,-16.5,8.9,84.2,1704133719,1704092400,extreme_cold_gear
Rain,595,18.3,1014.4,94.9,17.4,20.9,11.3,12.1,1704135860,1704097475,raincoat_umbrella
Clouds,802,11.1,992.3,48.5,10.1,13.4,24.2,16.7,1704131880,1704098390,windproof_jacket
Clear,823,31.9,1002.4,38.8,30.4,33.5,2.8,2.1,1704136621,1704096605,hot_summer
Clouds,820,17.6,1017.0,52.5,17.0,20.2,15.2,13.3,1704134128,1704093386,windproof_jacket
Drizzle,372,-2.4,1017.4,91.8,-2.9,-1.5,9.4,91.8,1704124947,1704098463,winter_wet_gear
Clouds,840,13.0,1017.6,55.6,12.3,15.6,21.6,25.0,1704127760,1704098356,windproof_jacket
Clear,895,0.7,1019.7,68.2,-1.0,1.2,1.1,21.9,1704139555,1704095999,medium_coat_scarf
Clear,847,13.1,1030.7,84.6,11.7,15.4,8.1,2.2,1704128296,1704095874,light_jacket_jeans
Clear,880,27.3,986.0,54.7,25.1,28.7,0.2,14.9,1704137375,1704096311,tshirt_shorts
Drizzle,372,25.5,1009.3,89.3,24.7,28.1,8.7,50.4,1704135499,1704094561,light_rain_jacket
Rain,520,18.2,1035.1,89.8,15.5,19.7,3.3,42.6,1704130497,1704094526,light_rain_jacket
Snow,687,1.3,999.5,75.9,-1.1,1.8,9.7,98.9,1704139813,1704094040,medium_coat_scarf
Snow,624,-10.9,1013.4,37.3,-12.1,-9.8,1.6,79.2,1704133477,1704094391,extreme_cold_gear
Clear,835,24.1,1039.6,74.6,23.6,24.7,9.4,28.8,1704131079,1704090394,tshirt_shorts
Clear,822,33.9,1004.2,63.9,32.2,35.8,6.7,10.0,1704139091,1704091374,hot_summer
Drizzle,322,21.9,996.4,70.4,20.5,22.5,2.2,51.2,1704126535,1704091210,light_rain_jacket
Rain,567,22.7,1003.0,79.4,21.0,25.4,6.3,80.6,1704126818,1704091206,light_rain_jacket
Drizzle,318,19.2,1010.3,77.7,17.7,20.4,3.7,14.1,1704137394,1704096857,light_rain_jacket
Clear,852,31.0,1012.0,66.8,29.6,33.5,4.7,17.9,1704126901,1704094451,hot_summer
Rain,590,17.7,1007.4,95.7,15.2,19.1,14.7,9.7,1704133498,1704090855,raincoat_umbrella
Clear,855,35.2,1017.8,58.0,33.5,37.6,2.3,13.7,1704130524,1704091844,hot_summer
Snow,697,-10.3,982.5,71.7,-11.7,-7.4,7.3,22.2,1704125187,1704098397,extreme_cold_gear
Drizzle,388,16.7,1031.6,66.4,15.6,17.5,6.4,2.3,1704129762,1704089181,light_jacket_jeans
Clear,801,-2.9,997.8,58.7,-3.5,0.1,4.9,6.0,1704141501,1704096933,warm_winter_coat
Clear,870,23.5,1000.9,48.7,23.0,24.2,5.9,19.7,1704132341,1704089876,tshirt_shorts
Clear,848,32.6,1017.4,53.6,30.7,34.1,2.1,12.3,1704141872,1704091980,hot_summer
Rain,597,13.2,1016.8,82.6,10.9,15.1,7.2,49.0,1704132781,1704097478,raincoat_umbrella
Clear,849,-0.1,998.6,54.2,-2.1,2.8,8.2,11.1,1704129252,1704091850,warm_winter_coat
Clear,831,30.7,1024.8,39.9,30.1,33.6,3.9,14.2,1704138933,1704098981,hot_summer
Clear,829,39.2,996.8,52.3,38.2,40.5,4.6,23.1,1704133936,1704093394,hot_summer
Snow,608,9.2,1016.0,55.0,6.9,10.4,2.7,45.4,1704131762,1704094684,medium_coat_scarf
Snow,625,-1.3,1034.5,93.1,-3.8,0.1,2.9,98.1,1704140453,1704093182,winter_wet_gear
Clouds,883,25.9,998.2,51.2,24.0,26.6,9.1,45.0,1704131541,1704098867,tshirt_shorts
Snow,642,-4.2,1005.5,64.3,-5.5,-1.7,5.0,58.6,1704139142,1704091511,warm_winter_coat
Snow,648,-4.2,996.6,88.1,-6.9,-2.1,2.8,0.3,1704131342,1704090074,winter_wet_gear
Snow,620,-5.8,1024.8,99.2,-8.1,-5.1,9.8,13.5,1704139893,1704095421,winter_wet_gear
Drizzle,383,-4.5,1031.0,97.8,-6.1,-1.8,7.5,23.8,1704137915,1704090078,winter_wet_gear
Clear,807,28.6,990.7,58.7,26.4,31.2,8.3,4.8,1704136387,1704098438,tshirt_shorts
Rain,575,7.6,988.2,84.0,5.3,9.8,3.9,66.6,1704141945,1704094763,raincoat_umbrella
Clear,818,34.7,1027.1,63.0,33.1,37.6,5.1,18.0,1704135691,1704094644,hot_summer
Clear,858,14.7,1038.7,61.8,13.2,16.3,8.2,12.8,1704134756,1704089623,light_jacket_jeans
Clear,819,30.4,980.8,65.1,29.4,31.6,5.9,7.5,1704125925,1704091473,hot_summer
Rain,559,19.9,1005.8,86.9,17.8,20.9,9.4,3.8,1704131724,1704094765,light_rain_jacket
Drizzle,397,-4.7,1029.3,75.6,-7.5,-4.0,9.9,99.9,1704127295,1704090554,winter_wet_gear
Clear,837,25.8,1006.5,59.3,24.6,26.8,7.3,10.2,1704126506,1704091670,tshirt_shorts
Rain,578,21.2,1011.4,86.1,18.6,23.5,3.6,67.0,1704138620,1704092951,light_rain_jacket
Clear,819,2.8,1005.8,50.0,1.9,4.1,9.5,2.5,1704137466,1704094758,medium_coat_scarf
Snow,612,-4.8,992.3,88.6,-6.2,-2.5,12.7,84.7,1704137559,1704092425,winter_wet_gear
Clouds,817,12.6,1035.6,52.6,11.3,14.9,13.2,84.4,1704128902,1704097037,windproof_jacket
Clear,803,5.3,1003.7,66.5,3.3,7.8,5.0,0.8,1704136043,1704097333,medium_coat_scarf
Drizzle,385,15.9,997.2,70.8,14.3,17.3,11.3,27.9,1704136351,1704096752,light_jacket_jeans
Clear,894,34.2,1016.5,53.7,33.5,37.0,0.4,5.1,1704139351,1704099228,hot_summer
Clear,820,12.2,1000.3,80.5,10.2,14.5,11.0,10.6,1704135480,1704089482,light_jacket_jeans
Clouds,885,12.7,983.3,48.3,11.8,14.1,24.6,94.6,1704137958,1704093306,windproof_jacket
Clear,809,28.6,1025.7,31.2,26.0,29.2,4.4,16.1,1704129067,1704092760,hot_summer
Clear,806,6.6,1015.8,77.2,5.7,7.3,4.2,17.4,1704141603,1704098405,medium_coat_scarf
Drizzle,381,19.8,1018.2,81.6,17.5,21.6,7.1,66.8,1704124951,1704095008,light_rain_jacket
Clear,827,38.5,991.5,39.7,35.7,41.1,4.4,3.1,1704125677,1704097008,hot_summer
Clear,852,38.1,1024.5,30.2,37.3,39.5,2.0,9.5,1704139968,1704091720,hot_summer
Clear,886,18.1,1006.4,77.4,16.2,19.1,8.8,29.5,1704137284,1704091962,light_jacket_jeans
Clear,898,39.7,1025.2,50.1,37.9,41.6,3.6,4.0,1704132323,1704089766,hot_summer
Snow,641,-3.6,999.2,93.8,-5.6,-3.0,8.9,51.3,1704135569,1704093593,winter_wet_gear
Snow,681,-6.2,1033.7,98.6,-7.9,-4.5,6.4,80.1,1704133669,1704098194,winter_wet_gear
Snow,691,-12.6,982.6,46.4,-13.5,-11.3,9.8,11.8,1704133027,1704090059,extreme_cold_gear
Clear,836,28.7,1023.0,61.0,26.3,29.6,0.2,3.3,1704138502,1704092530,tshirt_shorts
Drizzle,335,20.9,1020.1,71.3,18.1,23.5,2.4,18.6,1704131641,1704092567,light_rain_jacket
Snow,685,-2.5,1011.5,71.8,-4.6,0.5,8.2,56.0,1704125181,1704089470,warm_winter_coat
Clear,828,14.0,1022.9,82.3,11.0,16.4,2.8,22.1,1704134830,1704092931,light_jacket_jeans
Drizzle,346,12.5,1001.5,75.1,11.7,14.4,10.1,16.8,1704139613,1704099363,light_jacket_jeans
Snow,604,7.7,995.6,67.3,6.5,9.9,5.4,5.3,1704129411,1704098809,medium_coat_scarf
Clear,852,0.7,980.1,71.5,-1.0,1.3,1.0,4.0,1704125327,1704096599,medium_coat_scarf
Clouds,803,7.7,1020.3,60.8,5.4,9.7,9.9,83.6,1704135554,1704096536,medium_coat_scarf
Snow,619,-1.0,1009.5,71.5,-1.6,-0.4,5.0,11.5,1704130585,1704094942,warm_winter_coat
Clear,800,-4.3,1008.0,42.9,-5.0,-2.9,1.3,19.4,1704131317,1704089773,warm_winter_coat
Clouds,819,25.5,1022.9,59.7,23.1,26.3,5.7,11.0,1704142369,1704089519,tshirt_shorts
Clear,833,39.2,1013.4,57.6,38.7,41.8,6.6,23.4,1704140818,1704089233,hot_summer
